TRIP_ID,prompt
5896,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: St. Gallen.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 61 minutes, costing 118 CHF, with a headway of 10 minutes.
 - Train: travel time of 205 minutes, costing 84 CHF, with a headway of 120 minutes.
 - Car: travel time of 182 minutes, costing 123 CHF."
5897,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: St. Gallen.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 55 minutes, costing 109 CHF, with a headway of 20 minutes.
 - Train: travel time of 205 minutes, costing 76 CHF, with a headway of 30 minutes.
 - Car: travel time of 182 minutes, costing 95 CHF."
5898,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: St. Gallen.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 55 minutes, costing 109 CHF, with a headway of 30 minutes.
 - Train: travel time of 159 minutes, costing 76 CHF, with a headway of 60 minutes.
 - Car: travel time of 112 minutes, costing 123 CHF."
5899,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: St. Gallen.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 55 minutes, costing 99 CHF, with a headway of 30 minutes.
 - Train: travel time of 174 minutes, costing 84 CHF, with a headway of 30 minutes.
 - Car: travel time of 182 minutes, costing 76 CHF."
5900,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: St. Gallen.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 61 minutes, costing 88 CHF, with a headway of 10 minutes.
 - Train: travel time of 174 minutes, costing 76 CHF, with a headway of 30 minutes.
 - Car: travel time of 112 minutes, costing 95 CHF."
5901,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: St. Gallen.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 55 minutes, costing 109 CHF, with a headway of 20 minutes.
 - Train: travel time of 174 minutes, costing 101 CHF, with a headway of 60 minutes.
 - Car: travel time of 112 minutes, costing 76 CHF."
5902,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: St. Gallen.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 61 minutes, costing 112 CHF, with a headway of 30 minutes.
 - Train: travel time of 205 minutes, costing 101 CHF, with a headway of 30 minutes.
 - Car: travel time of 112 minutes, costing 123 CHF."
5903,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: St. Gallen.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 61 minutes, costing 118 CHF, with a headway of 30 minutes.
 - Train: travel time of 174 minutes, costing 84 CHF, with a headway of 60 minutes.
 - Car: travel time of 140 minutes, costing 95 CHF."
5904,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 53 minutes, costing 88 CHF, with a headway of 20 minutes.
 - Train: travel time of 108 minutes, costing 82 CHF, with a headway of 120 minutes.
 - Car: travel time of 156 minutes, costing 70 CHF."
5905,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 50 minutes, costing 84 CHF, with a headway of 10 minutes.
 - Train: travel time of 97 minutes, costing 82 CHF, with a headway of 30 minutes.
 - Car: travel time of 156 minutes, costing 91 CHF."
5906,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 57 minutes, costing 99 CHF, with a headway of 30 minutes.
 - Train: travel time of 130 minutes, costing 82 CHF, with a headway of 60 minutes.
 - Car: travel time of 156 minutes, costing 56 CHF."
5907,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 53 minutes, costing 88 CHF, with a headway of 20 minutes.
 - Train: travel time of 97 minutes, costing 68 CHF, with a headway of 30 minutes.
 - Car: travel time of 96 minutes, costing 56 CHF."
5908,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 53 minutes, costing 71 CHF, with a headway of 20 minutes.
 - Train: travel time of 130 minutes, costing 61 CHF, with a headway of 60 minutes.
 - Car: travel time of 120 minutes, costing 91 CHF."
5909,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 50 minutes, costing 84 CHF, with a headway of 10 minutes.
 - Train: travel time of 108 minutes, costing 61 CHF, with a headway of 120 minutes.
 - Car: travel time of 120 minutes, costing 56 CHF."
5910,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 57 minutes, costing 99 CHF, with a headway of 10 minutes.
 - Train: travel time of 97 minutes, costing 82 CHF, with a headway of 120 minutes.
 - Car: travel time of 96 minutes, costing 70 CHF."
5911,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 57 minutes, costing 74 CHF, with a headway of 30 minutes.
 - Train: travel time of 97 minutes, costing 61 CHF, with a headway of 30 minutes.
 - Car: travel time of 120 minutes, costing 70 CHF."
5912,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 50 minutes, costing 78 CHF, with a headway of 10 minutes.
 - Train: travel time of 130 minutes, costing 68 CHF, with a headway of 60 minutes.
 - Car: travel time of 96 minutes, costing 70 CHF."
5913,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 88 minutes, costing 84 CHF, with a headway of 10 minutes.
 - Train: travel time of 160 minutes, costing 81 CHF, with a headway of 30 minutes.
 - Car: travel time of 110 minutes, costing 60 CHF."
5914,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 84 minutes, costing 99 CHF, with a headway of 10 minutes.
 - Train: travel time of 160 minutes, costing 81 CHF, with a headway of 120 minutes.
 - Car: travel time of 143 minutes, costing 97 CHF."
5915,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 81 minutes, costing 92 CHF, with a headway of 20 minutes.
 - Train: travel time of 160 minutes, costing 73 CHF, with a headway of 30 minutes.
 - Car: travel time of 143 minutes, costing 75 CHF."
5916,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 81 minutes, costing 92 CHF, with a headway of 30 minutes.
 - Train: travel time of 120 minutes, costing 73 CHF, with a headway of 60 minutes.
 - Car: travel time of 88 minutes, costing 97 CHF."
5917,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 81 minutes, costing 90 CHF, with a headway of 30 minutes.
 - Train: travel time of 133 minutes, costing 81 CHF, with a headway of 30 minutes.
 - Car: travel time of 143 minutes, costing 60 CHF."
5918,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 84 minutes, costing 81 CHF, with a headway of 10 minutes.
 - Train: travel time of 133 minutes, costing 73 CHF, with a headway of 30 minutes.
 - Car: travel time of 88 minutes, costing 75 CHF."
5919,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 81 minutes, costing 97 CHF, with a headway of 20 minutes.
 - Train: travel time of 133 minutes, costing 97 CHF, with a headway of 60 minutes.
 - Car: travel time of 88 minutes, costing 60 CHF."
5920,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 84 minutes, costing 105 CHF, with a headway of 30 minutes.
 - Train: travel time of 160 minutes, costing 97 CHF, with a headway of 30 minutes.
 - Car: travel time of 88 minutes, costing 97 CHF."
5921,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 84 minutes, costing 99 CHF, with a headway of 30 minutes.
 - Train: travel time of 133 minutes, costing 81 CHF, with a headway of 60 minutes.
 - Car: travel time of 110 minutes, costing 75 CHF."
5922,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 39 minutes, costing 81 CHF, with a headway of 30 minutes.
 - Train: travel time of 114 minutes, costing 72 CHF, with a headway of 120 minutes.
 - Car: travel time of 90 minutes, costing 60 CHF."
5923,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 42 minutes, costing 65 CHF, with a headway of 30 minutes.
 - Train: travel time of 88 minutes, costing 54 CHF, with a headway of 120 minutes.
 - Car: travel time of 117 minutes, costing 48 CHF."
5924,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 46 minutes, costing 71 CHF, with a headway of 20 minutes.
 - Train: travel time of 114 minutes, costing 54 CHF, with a headway of 120 minutes.
 - Car: travel time of 72 minutes, costing 48 CHF."
5925,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 46 minutes, costing 71 CHF, with a headway of 10 minutes.
 - Train: travel time of 97 minutes, costing 54 CHF, with a headway of 60 minutes.
 - Car: travel time of 117 minutes, costing 78 CHF."
5926,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 46 minutes, costing 71 CHF, with a headway of 30 minutes.
 - Train: travel time of 97 minutes, costing 60 CHF, with a headway of 120 minutes.
 - Car: travel time of 72 minutes, costing 78 CHF."
5927,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 46 minutes, costing 71 CHF, with a headway of 20 minutes.
 - Train: travel time of 88 minutes, costing 60 CHF, with a headway of 60 minutes.
 - Car: travel time of 117 minutes, costing 60 CHF."
5928,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 42 minutes, costing 84 CHF, with a headway of 10 minutes.
 - Train: travel time of 88 minutes, costing 72 CHF, with a headway of 60 minutes.
 - Car: travel time of 90 minutes, costing 48 CHF."
5929,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 39 minutes, costing 76 CHF, with a headway of 20 minutes.
 - Train: travel time of 88 minutes, costing 60 CHF, with a headway of 120 minutes.
 - Car: travel time of 90 minutes, costing 78 CHF."
5930,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 46 minutes, costing 97 CHF, with a headway of 20 minutes.
 - Train: travel time of 97 minutes, costing 72 CHF, with a headway of 30 minutes.
 - Car: travel time of 90 minutes, costing 78 CHF."
5931,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Vaud.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 38 minutes, costing 105 CHF, with a headway of 20 minutes.
 - Train: travel time of 62 minutes, costing 101 CHF, with a headway of 120 minutes.
 - Car: travel time of 143 minutes, costing 80 CHF."
5932,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Vaud.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 36 minutes, costing 99 CHF, with a headway of 10 minutes.
 - Train: travel time of 57 minutes, costing 101 CHF, with a headway of 30 minutes.
 - Car: travel time of 143 minutes, costing 104 CHF."
5933,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: Vaud.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 40 minutes, costing 109 CHF, with a headway of 30 minutes.
 - Train: travel time of 72 minutes, costing 101 CHF, with a headway of 60 minutes.
 - Car: travel time of 143 minutes, costing 64 CHF."
